"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"22:07:54:411","861132195842"," 155.404","  43.827"," 2960"," 2800"," 3000"," 3900","  22.238","3649.055","1013.626","  16.867","2926.619"," 812.950"," 85","0"," 82"," 89","   1.821"," 274.807","  76.335","  45.000","  350","  333"
"22:07:54:432","861190728326"," 155.425","  33.433"," 3060"," 2900"," 3100"," 3900","  19.186","3649.442","1013.734","  14.911","2926.919"," 813.033"," 86","0"," 81"," 87","   1.575"," 274.838","  76.344","  45.000","    0","    0"
"22:07:54:452","861248972307"," 155.445","  59.308"," 3145"," 2900"," 3200"," 3900","  27.449","3649.992","1013.887","  22.745","2927.375"," 813.160"," 89","0"," 80"," 89","   2.185"," 274.882","  76.356","  45.000","    0","    0"
"22:07:54:472","861307100705"," 155.465","  49.238"," 3146"," 2900"," 3200"," 3900","  26.293","3650.519","1014.033","  21.250","2927.801"," 813.278"," 88","0"," 83"," 90","   2.104"," 274.924","  76.368","  45.000","    0","    0"
"22:07:54:493","861368613701"," 155.486","  33.310"," 3186"," 3000"," 3300"," 3900","  22.325","3650.991","1014.164","  16.975","2928.160"," 813.378"," 92","0"," 79"," 92","   1.576"," 274.958","  76.377","  45.000","    0","    0"
"22:07:54:513","861426997215"," 155.506","  57.607"," 3236"," 3100"," 3300"," 3900","  28.118","3651.557","1014.321","  23.282","2928.628"," 813.508"," 90","0"," 79"," 92","   2.037"," 274.999","  76.389","  45.000","    0","    0"
"22:07:54:533","861485231638"," 155.526","  69.224"," 3193"," 3100"," 3200"," 3900","  31.295","3652.184","1014.496","  26.529","2929.160"," 813.656"," 92","0"," 84"," 92","   2.191"," 275.043","  76.401","  45.000","    0","    0"
"22:07:54:553","861543359765"," 155.546","  61.971"," 3126"," 2900"," 3200"," 3900","  29.617","3652.777","1014.660","  24.940","2929.659"," 813.794"," 91","0"," 85"," 93","   2.141"," 275.086","  76.413","  45.000","    0","    0"
"22:07:54:575","861607385903"," 155.568","  64.496"," 3145"," 3000"," 3300"," 3900","  29.898","3653.436","1014.843","  25.267","2930.217"," 813.949"," 92","0"," 85"," 93","   1.954"," 275.129","  76.425","  45.000","    0","    0"
"22:07:54:595","861665612753"," 155.588","  48.788"," 3391"," 3200"," 3500"," 3900","  31.798","3654.074","1015.021","  27.540","2930.769"," 814.102"," 96","0"," 87"," 96","   1.470"," 275.158","  76.433","  45.000","    0","    0"
"22:07:54:615","861723751448"," 155.608","  63.355"," 3492"," 3400"," 3500"," 3900","  37.035","3654.815","1015.226","  32.325","2931.416"," 814.282"," 95","0"," 87"," 98","   1.832"," 275.195","  76.443","  45.000","    0","    0"
"22:07:54:635","861781949913"," 155.628","  33.799"," 3492"," 3400"," 3500"," 3900","  27.949","3655.375","1015.382","  23.326","2931.883"," 814.412"," 95","0"," 87"," 97","   1.623"," 275.227","  76.452","  45.000","    0","    0"
"22:07:54:655","861840106330"," 155.648","  43.817"," 3492"," 3400"," 3500"," 3900","  31.940","3656.015","1015.560","  27.826","2932.441"," 814.567"," 95","0"," 85"," 97","   1.381"," 275.255","  76.460","  45.000","    0","    0"
"22:07:54:675","861898361603"," 155.668","  39.679"," 3492"," 3400"," 3500"," 3900","  30.727","3656.632","1015.731","  26.580","2932.974"," 814.715"," 95","0"," 86"," 98","   1.400"," 275.283","  76.468","  45.000","    0","    0"
"22:07:54:697","861961505396"," 155.690","  66.258"," 3492"," 3400"," 3500"," 3900","  39.172","3657.483","1015.968","  34.077","2933.715"," 814.921"," 98","0"," 89"," 98","   2.209"," 275.331","  76.481","  45.000","    0","    0"
"22:07:54:718","862022696317"," 155.711","  55.451"," 3491"," 3300"," 3500"," 3900","  34.788","3658.216","1016.171","  29.884","2934.344"," 815.096"," 96","0"," 87"," 98","   2.088"," 275.375","  76.493","  45.000","    0","    0"
"22:07:54:740","862086765343"," 155.733","  39.446"," 3340"," 3200"," 3500"," 3900","  27.278","3658.818","1016.338","  22.741","2934.846"," 815.235"," 98","0"," 87"," 98","   1.652"," 275.411","  76.503","  45.000","    0","    0"
"22:07:54:760","862145400704"," 155.753","  65.141"," 3491"," 3200"," 3500"," 3900","  37.801","3659.581","1016.550","  33.297","2935.518"," 815.422"," 98","0"," 86"," 99","   1.986"," 275.452","  76.514","  45.000","    0","    0"
"22:07:54:780","862203865866"," 155.773","  31.893"," 3460"," 3200"," 3500"," 3900","  25.863","3660.102","1016.695","  21.446","2935.950"," 815.542"," 97","0"," 86"," 97","   1.486"," 275.482","  76.523","  45.000","    0","    0"
"22:07:54:802","862266151223"," 155.795","  56.906"," 3457"," 3300"," 3500"," 3900","  34.399","3660.840","1016.900","  29.140","2936.575"," 815.715"," 97","0"," 86"," 97","   2.197"," 275.529","  76.536","  45.000","    0","    0"
"22:07:54:822","862324673020"," 155.815","  50.446"," 3492"," 3400"," 3500"," 3900","  33.913","3661.523","1017.090","  29.397","2937.168"," 815.880","100","0"," 86","100","   1.420"," 275.557","  76.544","  45.000","    0","    0"
"22:07:54:843","862385047922"," 155.836","  34.018"," 3492"," 3400"," 3500"," 3900","  27.546","3662.096","1017.249","  22.840","2937.643"," 816.012"," 93","0"," 86","100","   1.553"," 275.590","  76.553","  45.000","    0","    0"
"22:07:54:863","862443308381"," 155.856","  78.241"," 3387"," 3100"," 3500"," 3900","  35.641","3662.811","1017.447","  30.484","2938.254"," 816.182"," 95","0"," 88"," 95","   2.811"," 275.646","  76.568","  45.000","    0","    0"
"22:07:54:883","862501422142"," 155.876","  55.760"," 3326"," 3200"," 3500"," 3900","  31.921","3663.450","1017.625","  27.056","2938.796"," 816.332"," 95","0"," 88"," 96","   2.056"," 275.687","  76.580","  45.000","    0","    0"
"22:07:54:903","862559688390"," 155.896","  68.028"," 3388"," 3200"," 3500"," 3900","  35.236","3664.157","1017.821","  30.490","2939.407"," 816.502"," 96","0"," 90"," 96","   2.236"," 275.732","  76.592","  45.000","    0","    0"
"22:07:54:923","862617820823"," 155.916","  59.615"," 3377"," 3200"," 3500"," 3900","  32.152","3664.800","1018.000","  26.996","2939.948"," 816.652"," 94","0"," 89"," 96","   2.186"," 275.776","  76.604","  45.000","    0","    0"
"22:07:54:944","862678068621"," 155.937","  45.493"," 3260"," 3100"," 3300"," 3900","  26.592","3665.352","1018.153","  21.550","2940.395"," 816.776"," 92","0"," 87"," 95","   2.083"," 275.819","  76.616","  45.000","    0","    0"
"22:07:54:964","862736378055"," 155.957","  71.816"," 3098"," 2900"," 3300"," 3900","  28.853","3665.931","1018.314","  23.932","2940.875"," 816.910"," 92","0"," 87"," 93","   2.833"," 275.876","  76.632","  45.000","    0","    0"
"22:07:54:984","862794806252"," 155.977","  50.608"," 3048"," 2900"," 3200"," 3900","  25.349","3666.441","1018.456","  20.844","2941.295"," 817.026"," 92","0"," 86"," 93","   2.142"," 275.919","  76.644","  45.000","    0","    0"
"22:07:55:004","862852969702"," 155.997","  61.757"," 3057"," 2900"," 3100"," 3900","  25.958","3666.961","1018.600","  21.103","2941.717"," 817.144"," 92","0"," 86"," 92","   3.285"," 275.985","  76.662","  45.000","    0","    0"
"22:07:55:024","862911501597"," 156.017","  51.689"," 2950"," 2800"," 3000"," 3900","  22.684","3667.419","1018.727","  17.857","2942.077"," 817.244"," 91","0"," 84"," 92","   3.307"," 276.051","  76.681","  45.000","    0","    0"
"22:07:55:045","862971811943"," 156.038","  64.043"," 2967"," 2800"," 3000"," 3900","  26.053","3667.960","1018.878","  20.916","2942.512"," 817.364"," 90","0"," 84"," 92","   2.895"," 276.111","  76.698","  45.000","    0","    0"
"22:07:55:065","863030055467"," 156.058","  74.308"," 2861"," 2700"," 2900"," 3900","  24.470","3668.450","1019.014","  19.616","2942.905"," 817.474"," 90","0"," 83"," 91","   2.827"," 276.168","  76.713","  45.000","    0","    0"
"22:07:55:085","863088316247"," 156.078","  54.901"," 2896"," 2700"," 3000"," 3900","  23.045","3668.913","1019.142","  18.105","2943.268"," 817.575"," 89","0"," 82"," 90","   2.647"," 276.221","  76.728","  45.000","    0","    0"
"22:07:55:105","863146470246"," 156.098","  76.634"," 2850"," 2700"," 2900"," 3900","  24.343","3669.400","1019.278","  19.324","2943.655"," 817.682"," 89","0"," 83"," 90","   2.941"," 276.280","  76.744","  45.000","    0","    0"
"22:07:55:125","863205030507"," 156.118","  55.445"," 2829"," 2700"," 2900"," 3900","  21.795","3669.840","1019.400","  17.171","2944.002"," 817.778"," 89","0"," 82"," 89","   2.552"," 276.332","  76.759","  45.000","    0","    0"
"22:07:55:145","863263224288"," 156.138","  61.858"," 2978"," 2800"," 3000"," 3900","  25.758","3670.356","1019.543","  20.982","2944.422"," 817.895"," 90","0"," 82"," 91","   2.766"," 276.387","  76.774","  45.000","    0","    0"
"22:07:55:165","863321529007"," 156.158","  74.618"," 2792"," 2600"," 3000"," 3900","  23.353","3670.825","1019.674","  18.362","2944.791"," 817.997"," 89","0"," 82"," 91","   3.098"," 276.449","  76.791","  45.000","    0","    0"
"22:07:55:185","863379942939"," 156.178","  68.363"," 2694"," 2600"," 2700"," 3900","  21.680","3671.261","1019.795","  16.413","2945.121"," 818.089"," 87","0"," 82"," 89","   2.974"," 276.509","  76.808","  45.000","    0","    0"
"22:07:55:207","863442717880"," 156.200","  75.349"," 2698"," 2600"," 2800"," 3900","  22.275","3671.742","1019.928","  16.684","2945.481"," 818.189"," 88","0"," 82"," 89","   2.812"," 276.570","  76.825","  45.000","    0","    0"
"22:07:55:229","863506679807"," 156.222","  56.923"," 2772"," 2600"," 2900"," 3900","  22.296","3672.233","1020.065","  17.513","2945.867"," 818.296"," 88","0"," 81"," 89","   3.051"," 276.637","  76.844","  45.000","    0","    0"
"22:07:55:250","863566884990"," 156.243","  75.205"," 2800"," 2700"," 2900"," 3900","  23.841","3672.728","1020.202","  18.553","2946.252"," 818.403"," 89","0"," 83"," 89","   2.923"," 276.698","  76.860","  45.000","    0","    0"
"22:07:55:270","863625399794"," 156.263","  57.958"," 2922"," 2700"," 3000"," 3900","  24.648","3673.224","1020.340","  19.910","2946.653"," 818.515"," 89","0"," 83"," 90","   2.357"," 276.745","  76.874","  45.000","    0","    0"
"22:07:55:292","863689449414"," 156.285","  38.294"," 2996"," 2800"," 3100"," 3900","  21.181","3673.692","1020.470","  16.549","2947.018"," 818.616"," 90","0"," 83"," 90","   1.843"," 276.786","  76.885","  45.000","    0","    0"
